sku,product,was,now,saving,percent,product_url,description,image_url,image_file,qr_file,availability,stock_status,sold_out_since
13122,Dinosaur Cushion - Brave,£15.00,£9.00,£6.00,40%,https://stevegiergiel.vivamknetwork.co.uk/dinosaur-cushion-brave.html,"This attractively designed pastel coloured filled cushion will make the perfect addition to any nursery or home. Above the printed image of the dinosaur are the empowering words, ‘LIVE BOLDLY AND BE BRAVE’. Linen. Machine washable. H29 x W29 x D10cm.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13122.jpg,output\mega_sale\cache\images\13122.jpg,output\mega_sale\cache\images\13122_qr.png,,active,
13121,Dinosaur Frame - Stegosaurus,£12.00,£7.00,£5.00,42%,https://stevegiergiel.vivamknetwork.co.uk/dinosaur-frame-stegasaurus.html,"Dinosaurs are loved enormously by little ones. This decorative frame made for wall display, will make the photo of a baby the central focus for any living space. Features a playful dinosaur illustration in calming pastel colours. It has a single, circular aperture (3.5” x 3.5”). Wood. L19.5 x W37.2 x D1.9cm.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13121.jpg,output\mega_sale\cache\images\13121.jpg,output\mega_sale\cache\images\13121_qr.png,,active,
12143,Engine & Chain Degreaser,£7.50,£4.50,£3.00,40%,https://stevegiergiel.vivamknetwork.co.uk/engine-chain-degreaser.html,A safe & easy to use degreaser for chains and engine components. The strong formula tackles and targets build up to remove grease and oil. Vegan friendly. 500ml. (£1.50 / €1.80 per 100ml).,https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/2/12143.jpg,output\mega_sale\cache\images\12143.jpg,output\mega_sale\cache\images\12143_qr.png,,active,
13912,Face Facts - BHA Toner,£6.00,£4.50,£1.50,25%,https://stevegiergiel.vivamknetwork.co.uk/face-facts-bha-toner.html,"The Face Facts BHA Toner is formulated with salicylic acid to gently & effectively remove dead skin cells & help clear pores. Works to brighten, smooth and even out skin tone. Vegan. 30ml.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13912.jpg,output\mega_sale\cache\images\13912.jpg,output\mega_sale\cache\images\13912_qr.png,,active,
13913,Face Facts - Niacinamide Cleanser,£6.00,£4.50,£1.50,25%,https://stevegiergiel.vivamknetwork.co.uk/face-facts-niacinamide-cleanser.html,"The Face Facts Cleanser contains green tea, niacinamide & aloe vera to clean pores and purify & brighten your skin. Use daily to help remove excess oil, dirt and makeup from the skin’s surface, maintaining a clear and healthy complexion. Vegan. 200ml.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13913.jpg,output\mega_sale\cache\images\13913.jpg,output\mega_sale\cache\images\13913_qr.png,,active,
13897,Face Facts Body Scrub - Lavender & Vanilla,£5.50,£4.00,£1.50,27%,https://stevegiergiel.vivamknetwork.co.uk/face-facts-body-scrub-lavender-vanilla.html,This calming & renewing body scrub is great for use as a pre-shave exfoliant to remove dead skin and leave ultra-smooth soft skin. Lavender & vanilla scented. Vegan. 400g.,https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13897.jpg,output\mega_sale\cache\images\13897.jpg,output\mega_sale\cache\images\13897_qr.png,,active,
13915,Face Facts Overnight Renew - Replenishing Cleansing Balm,£8.00,£6.00,£2.00,25%,https://stevegiergiel.vivamknetwork.co.uk/face-facts-overnight-renew-replenishing-cleansing-balm.html,"It gently glides across your skin, blending illuminating vitamin C with the anti-ageing properties of retinol. The indulgent, melting balm lifts dirt and impurities, and nourishes and invigorates dull skin. Vegan. 70ml.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13915.jpg,output\mega_sale\cache\images\13915.jpg,output\mega_sale\cache\images\13915_qr.png,,active,
13392,Face Facts Overnight Renew - Sleep Elixir Facial Serum,£8.00,£6.00,£2.00,25%,https://stevegiergiel.vivamknetwork.co.uk/face-facts-overnight-renew-sleep-elixir-facial-serum.html,"A targeted night-time routine that harnesses the power of known anti-ageing actives and botanical extracts. Overnight Renew promotes a more youthful complexion while you sleep. Boasting skin-reviving ingredients Hyaluronic Acid, Ceramides and Peptides, it helps to tackle dryness, while wrinkle-fighting The light, water-based serum absorbs into the skin for a fresh, youthful feeling when you wake. It improves elasticity and suppleness with hero hydrators, Glycerin and Hyaluronic Acid and protects and smooths with the help of Vegan one (Q10), a key ingredient in the fight against premature ageing and dullness. Vegan. 30ml.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13392_1.jpg,output\mega_sale\cache\images\13392.jpg,output\mega_sale\cache\images\13392_qr.png,,active,
13911,Facial Cleansing Kit,£9.00,£7.00,£2.00,22%,https://stevegiergiel.vivamknetwork.co.uk/facial-cleansing-kit.html,"A great gift for yourself or a loved one, this kit has everything you need to assist with your skincare routine. It includes a headband, facecloth and a face brush. Comes gift boxed. Cloth: L38 x W17cm. Polyester. Headband: L52 x W8cm. Polyester and elastic. Machine washable. Brush: L12cm. Plastic & nylon.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13911.jpg,output\mega_sale\cache\images\13911.jpg,output\mega_sale\cache\images\13911_qr.png,,active,
14163,Fern Hanging Pot - Sage,£10.00,£7.50,£2.50,25%,https://stevegiergiel.vivamknetwork.co.uk/fern-hanging-pot-sage.html,"A selection of fern-patterned hanging pots & planters available in two colours, terracotta & sage. They’re great for increasing planting areas in smaller gardens and outdoor spaces, providing a green haven for anyone. Ideal for fences, balconies, walls & railings. Powder-coated steel. Available as 6” pots (up to 2 litres of compost) or 12” hanging planters (5 litres of compost).",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/4/14163.jpg,output\mega_sale\cache\images\14163.jpg,output\mega_sale\cache\images\14163_qr.png,,active,
14162,Fern Hanging Pot - Terracotta,£10.00,£7.50,£2.50,25%,https://stevegiergiel.vivamknetwork.co.uk/fern-hanging-pot-terracotta.html,"A selection of fern-patterned hanging pots & planters available in two colours, terracotta & sage. They’re great for increasing planting areas in smaller gardens and outdoor spaces, providing a green haven for anyone. Ideal for fences, balconies, walls & railings. Powder-coated steel. Available as 6” pots (up to 2 litres of compost) or 12” hanging planters (5 litres of compost).",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/4/14162.jpg,output\mega_sale\cache\images\14162.jpg,output\mega_sale\cache\images\14162_qr.png,,active,
13794,Fine Tip Pen - Unicorn,£3.00,£1.50,£1.50,50%,https://stevegiergiel.vivamknetwork.co.uk/fine-tip-pen-unicorn.html,Pens don’t have to be boring! Break the mould with a choice of two novelty fine tip pens in Unicorn or Gaming designs. Black ink. Plastic & silicone. Unicorn length: 23cm. Gaming length: 17.5cm. Colour may vary.,https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13794.jpg,output\mega_sale\cache\images\13794.jpg,output\mega_sale\cache\images\13794_qr.png,,active,
13978,Floral Cork Placemats 4pk,£7.00,£5.50,£1.50,21%,https://stevegiergiel.vivamknetwork.co.uk/floral-cork-placemats-4pk.html,"Stylish and eco-friendly, this range of cork tableware is practical and pretty. Each coaster & placemat is made from cork and finished with a beautiful white olive leaf design. Cork is both recyclable and biodegradable and as it is self-regenerative, it does not count towards deforestation. Set of 4 Placemats & Set of 4 Coasters available. Wipe clean. Placemats: L21 x W29cm. Coasters: L9.5 x W9.5cm.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13978.jpg,output\mega_sale\cache\images\13978.jpg,output\mega_sale\cache\images\13978_qr.png,,active,
13798,Foam Bath Mirror,£3.00,£2.00,£1.00,33%,https://stevegiergiel.vivamknetwork.co.uk/foam-bath-mirror.html,A foam mirror for use in the bath. It floats and sticks to the sides when wet. EVA. Suitable for 6+ months. L13 x W16 x D1cm. Colour may vary.,https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13798.jpg,output\mega_sale\cache\images\13798.jpg,output\mega_sale\cache\images\13798_qr.png,,active,
13900,Folding Makeup Ring Light,£19.00,£12.50,£6.50,34%,https://stevegiergiel.vivamknetwork.co.uk/folding-makeup-ring-light.html,"The compact Folding Makeup Ring Light is ideal for travelling or using daily at home. It features 64 LEDs with three light settings (warm, cool & white), a mirror, storage space, an adjustable pole with lock in base and a phone holder clip. Powered via the included USB cable. Plastic, glass, metal & silicone. Colour may vary. Approx size when folded: H6.5 x Diam. 16.5cm. Approx. size when fully extended: H58 x Diam. 16.5cm.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13900.jpg,output\mega_sale\cache\images\13900.jpg,output\mega_sale\cache\images\13900_qr.png,,active,
12902,Full Face Gel Mask,£5.00,£4.00,£1.00,20%,https://stevegiergiel.vivamknetwork.co.uk/full-face-gel-mask.html,"The perfect beauty treatment to cool and soothe your face. Cooling masks can help reduce inflammation and redness, calm sun burn and help with puffiness from seasonal allergies, all while providing a relaxing experience during use. Just place the mask in the fridge for two hours and then apply to face. Adjustable velcro straps on reverse. PVC & Gel Balls. Mask size: L21 x W20 x D0.8cm approx. • Re-usable",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/2/12902.jpg,output\mega_sale\cache\images\12902.jpg,output\mega_sale\cache\images\12902_qr.png,,active,
13107,Gemstone Dome Tree - Rose Quartz,£15.00,£11.00,£4.00,27%,https://stevegiergiel.vivamknetwork.co.uk/gemstone-dome-tree-rose-quartz.html,"30 hand threaded authentic gemstones adorn a hand-crafted, copper-coloured wire tree and placed on an encrusted bed of matching gemstones, displayed within a clear glass dome that stands 13cm tall. As a stone of love, Rose Quartz is a powerful crystal synonymous with the heart and healing. The properties connect to the heart chakra, and helps guide deeper relationships and embrace kindness, compassion, tenderness. Wooden base. Comes gift boxed. H11.8 x W7.5 x D7.4cm.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13107.jpg,output\mega_sale\cache\images\13107.jpg,output\mega_sale\cache\images\13107_qr.png,,active,
13106,Gemstone Tree - Amethyst,£12.00,£10.00,£2.00,17%,https://stevegiergiel.vivamknetwork.co.uk/gemstone-tree-amethyst.html,"These miniature gemstone trees showcase a twined gold-coloured metal trunk and branches, upon which hang 60 genuine Amethyst or Citrine crystals. H11.8 x W10 x D10cm. Amethyst: Associated with eradicating negative emotions. Citrine: Promotes motivation and creativity and encourages self-expression.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13106.jpg,output\mega_sale\cache\images\13106.jpg,output\mega_sale\cache\images\13106_qr.png,,active,
13801,Gemstone Tree - Citrine,£12.00,£10.00,£2.00,17%,https://stevegiergiel.vivamknetwork.co.uk/gemstone-tree-citrine.html,"These miniature gemstone trees showcase a twined gold-coloured metal trunk and branches, upon which hang 60 genuine Amethyst or Citrine crystals. H11.8 x W10 x D10cm. Amethyst: Associated with eradicating negative emotions. Citrine: Promotes motivation and creativity and encourages self-expression.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13801.jpg,output\mega_sale\cache\images\13801.jpg,output\mega_sale\cache\images\13801_qr.png,,active,
13079,Glass Frame - You're so Lovely,£10.00,£7.00,£3.00,30%,https://stevegiergiel.vivamknetwork.co.uk/glass-frame-you-re-so-lovely.html,"The glass, strutted frame features beautifully painted wildflowers around its portrait aperture, complete with ‘You’re So Lovely’ title. It is finished with complementary gold coloured edging around both the outer frame and aperture. Aperture size: 4” x 6” (10 x 15cm). Frame size: H19 x W21 x D1cm.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13079.jpg,output\mega_sale\cache\images\13079.jpg,output\mega_sale\cache\images\13079_qr.png,,active,
12073,Guardian Angel Ornament,£9.00,£7.00,£2.00,22%,https://stevegiergiel.vivamknetwork.co.uk/guardian-angel-ornament.html,A beautifully elegant handmade glass angel ornament with heartfelt memorial sentiment. Frosted glass grave stone shaped plaque. Hand blown glass angel with gold halo holding a heart. Crystal heart embellishment. H9.5 x W8 x D9cm.,https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/2/12073.jpg,output\mega_sale\cache\images\12073.jpg,output\mega_sale\cache\images\12073_qr.png,,active,
14083,Horizon - King Size,£18.00,£15.00,£3.00,17%,https://stevegiergiel.vivamknetwork.co.uk/horizon-king-size.html,"Drift into serenity with our blue watercolour stripe. Featuring soft hand painted strokes this printed bedding set is perfect for creating a calm and tranquil scene to any décor. Featuring a horizontal stripe reverse. Single includes 1 pillowcase, double and king size include 2 pillowcases. Popper fastening. 100% polyester. Machine washable.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/4/14083.jpg,output\mega_sale\cache\images\14083.jpg,output\mega_sale\cache\images\14083_qr.png,,active,
12359,Hose Spray Gun Adapter Set,£8.00,£6.00,£2.00,25%,https://stevegiergiel.vivamknetwork.co.uk/hose-spray-gun-adapter-set.html,"This kit includes a six-function garden hose spray gun with ergonomic grip, female hose fitting, female water stop and 3-quarter inch threaded tap connector - a great starter set. Plastic.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/2/12359_1.jpg,output\mega_sale\cache\images\12359.jpg,output\mega_sale\cache\images\12359_qr.png,,active,
12509,Jade Facial Roller & Massage Stone Set,£10.00,£5.00,£5.00,50%,https://stevegiergiel.vivamknetwork.co.uk/jade-facial-roller-massage-stone-set.html,"This elegant Jade Facial Roller & Massage Stone Set has been carefully crafted and features highly polished Jade stone. Used for both therapeutic and cosmetic benefits, facial rolling and massaging helps firm skin and promotes relaxation. Roller size: L14 x W5.5 x D2cm, Stone size: L7.5 x W4.5 x D0.4cm • Improves lymphatic drain by releasing waste fluids away • Reduces puffiness and firms skin • Relieves facial tension • Reduces stress and promotes relaxation • Improves blood flow",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/2/12509.jpg,output\mega_sale\cache\images\12509.jpg,output\mega_sale\cache\images\12509_qr.png,,active,
13176,Kitchen Starter Set,£17.00,£12.50,£4.50,26%,https://stevegiergiel.vivamknetwork.co.uk/kitchen-starter-set.html,Kickstart your zero-waste journey with this handy 8-piece Kitchen Starter Kit. It’s completely plastic-free and biodegradable. It includes everything you need to wash up and wipe down. The colour of the sponge cleaning cloths & scent of the dish soap may vary. Vegan. • 1 x Wooden Dish Brush (FSC 100%) • 1 x Wooden Dish Head - Replacement Head (FSC 100%) • 1 x Handmade Dish Soap 100g • 1 x Large Compostable Sponge • 4 x Compostable Sponge Cleaning Cloths,https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13176.jpg,output\mega_sale\cache\images\13176.jpg,output\mega_sale\cache\images\13176_qr.png,,active,
11429,Kleeneze Cloth Set,£5.00,£3.50,£1.50,30%,https://stevegiergiel.vivamknetwork.co.uk/kleeneze-cloth-set.html,"These super absorbent microfibre cloths come in a pack of 4 for all your cleaning needs. Whether you are polishing, wiping or scrubbing, these cloths are perfect for any surface in your home. Each is embroidered with a specific task, making them incredibly handy. Each cloth measures L30 x W20cm.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/1/11429.jpg,output\mega_sale\cache\images\11429.jpg,output\mega_sale\cache\images\11429_qr.png,,active,
14313,Menopause Skincare - Overnight Gel Mask,£5.00,£3.50,£1.50,30%,https://stevegiergiel.vivamknetwork.co.uk/menopause-skincare-overnight-gel-mask.html,"The overnight gel mask is specially formulated to rejuvenate and nourish tired skin to give you a smoother and more radiant complexion. Infused with niacinamide and ceramides, it works while you sleep to leave your skin refreshed and hydrated by morning. It targets the signs of ageing to restore skin's natural glow. Vegan. 50ml.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/4/14313.jpg,output\mega_sale\cache\images\14313.jpg,output\mega_sale\cache\images\14313_qr.png,,active,
13101,Mini Monk Candle Holder,£9.00,£6.00,£3.00,33%,https://stevegiergiel.vivamknetwork.co.uk/mini-monk-candle-holder.html,"This decorative ornament will perfectly complement a mantel, bookcase, or cabinet, and bring a cultural and calming Zen touch to the home. The Monk’s meditation pose promotes comfort and peace. Polyresin. H9.4 x W6.4 x D7.4cm.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13101.jpg,output\mega_sale\cache\images\13101.jpg,output\mega_sale\cache\images\13101_qr.png,,active,
14294,Nail Buffer 2pk,£2.00,£1.50,£0.50,25%,https://stevegiergiel.vivamknetwork.co.uk/nail-buffer.html,The rectangular nail buffer will keep nails looking healthy. It helps shape and shine nails before applying nail varnish or art. L18 x W3 x D1.5cm.,https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/4/14294.jpg,output\mega_sale\cache\images\14294.jpg,output\mega_sale\cache\images\14294_qr.png,,active,
70171,Neon Yellow,£4.00,£2.00,£2.00,50%,https://stevegiergiel.vivamknetwork.co.uk/nail-polish-neon-yellow.html,Get your hands on the Neon Nail Polish. These radiant colours glow under UV light. Perfect for brightening any day! 9ml Suitable for Vegans,https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/7/0/70171.jpg,output\mega_sale\cache\images\70171.jpg,output\mega_sale\cache\images\70171_qr.png,,active,
12060,Pair Pillowcases - Cream,£7.00,£5.00,£2.00,29%,https://stevegiergiel.vivamknetwork.co.uk/pair-pillowcases-cream.html,Add a sophisticated finish to your bedroom with our percale bed linen. Our beautifully created collections offer a perfect balance of luxury and comfort to aid a blissful night’s sleep. Fitted sheets and pillowcases available. 50% polyester 50% cotton. Machine washable. Size each pillowcase: H50 x W75cm.,https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/2/12060.jpg,output\mega_sale\cache\images\12060.jpg,output\mega_sale\cache\images\12060_qr.png,,active,
13606,Pearl Pin Heads 120pk,£3.00,£2.00,£1.00,33%,https://stevegiergiel.vivamknetwork.co.uk/pearl-pin-heads-120pk.html,"Pearl Pin Heads are ideal for use when sewing, crafting, corsages, boutonnieres, embroidery plus much more. Pack of 120. Plastic & metal.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13606.jpg,output\mega_sale\cache\images\13606.jpg,output\mega_sale\cache\images\13606_qr.png,,active,
13874,Peptide Restore Hair Mask,£6.00,£4.50,£1.50,25%,https://stevegiergiel.vivamknetwork.co.uk/peptide-restore-hair-mask.html,"A conditioning and bounce amplifying Hair Mask that blends peptides, hair hero panthenol, squalane, avocado oil and hyaluronic acid to protect strands and leave them seriously soft. Transforms hair by rejuvenating and restoring each strand for healthierlooking hair. Vegan. 50ml.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13874.jpg,output\mega_sale\cache\images\13874.jpg,output\mega_sale\cache\images\13874_qr.png,,active,
13920,Perfect Prep Primer,£6.00,£4.00,£2.00,33%,https://stevegiergiel.vivamknetwork.co.uk/perfect-prep-primer.html,"Create a smooth, airbrushed base before applying makeup. The Perfect Prep Primer is an active-infused skincare serum containing vitamin C, known for illuminating benefits, and guava fruit enzyme, which is antioxidant-rich and gently exfoliates. 50ml. Vegan.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13920_2.jpg,output\mega_sale\cache\images\13920.jpg,output\mega_sale\cache\images\13920_qr.png,,active,
13234,Pet Treat Tin,£9.00,£7.00,£2.00,22%,https://stevegiergiel.vivamknetwork.co.uk/pet-treat-tin.html,This pet treat storage tin with lid is a great addition to any pet collection. It's perfect for keeping pet treats fresher longer and neatly stored away. Handle on lid for easy opening. Tin. H19 x W13cm.,https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13234.jpg,output\mega_sale\cache\images\13234.jpg,output\mega_sale\cache\images\13234_qr.png,,active,
13061,Puncture Repair Kit,£4.00,£2.50,£1.50,38%,https://stevegiergiel.vivamknetwork.co.uk/puncture-repair-kit.html,"Bike Puncture Repair Kit has the all the essentials to mark out the punctured area. Set includes patches, adhesive, pair of steer tyre levers, cycle spanner and case.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/3/13061.jpg,output\mega_sale\cache\images\13061.jpg,output\mega_sale\cache\images\13061_qr.png,,active,
14417,Reusable Shopping Bag - Capybara,£5.00,£3.50,£1.50,30%,https://stevegiergiel.vivamknetwork.co.uk/reusable-shopping-bag-capybara.html,"Stylish, strong and reusable shopping bags in 3 stunning designs, Nectar Meadow, Capybara & Highland Cow. Each is made from laminated polypropylene with polypropylene webbing handles. Fold flat for easy storage. Size: H33 x W40 x D17cm.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/1/4/14417.jpg,output\mega_sale\cache\images\14417.jpg,output\mega_sale\cache\images\14417_qr.png,,active,
