sku,product,was,now,saving,percent,product_url,description,image_url,image_file,qr_file,availability,stock_status,sold_out_since
60477,Personalised Robin keyring,£8.00,£6.00,£2.00,25%,https://stevegiergiel.vivamknetwork.co.uk/personalised-robin-keyring.html,This sweet robin keyring with a red heart charm is the perfect reminder that loved ones are always near to guide you wherever you go. Metal. H6 x W3.5cm (including ring). Presented on a card with sentiment ‘Robins appear when loved ones are near’. Engrave up to 15 characters on reverse,https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/6/0/60477.jpg,output\personalised\cache\images\60477.jpg,output\personalised\cache\images\60477_qr.png,,active,
60126,Pet Treat Jar (Large),£10.00,£7.00,£3.00,30%,https://stevegiergiel.vivamknetwork.co.uk/luxury-pet-jar-with-wooden-lid-large.html,"Made from clear glass, this 1050ml jar is perfect for pet treats! The jar is complete with the wooden lid which is further secured with a clip lock to keep contents airtight and fresher for longer. Contents not included. Size: H16 x W11 x D11cm. Personalise with a name up to 15 characters. ‘Treats' is fixed.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/u/n/untitled_design_1__1.png,output\personalised\cache\images\60126.jpg,output\personalised\cache\images\60126_qr.png,,active,
60307,Pet Treat Jar with Black Lid,£6.50,£5.00,£1.50,23%,https://stevegiergiel.vivamknetwork.co.uk/pet-treat-jar-with-black-lid.html,Keep your furry friend’s treats safe and secure in their very own glass jar with screw lid. Glass. Capacity: 750ml. H14 x W9 x D9cm. Engrave up to 20 characters. Paw design is fixed.,https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/6/0/60307_1.jpg,output\personalised\cache\images\60307.jpg,output\personalised\cache\images\60307_qr.png,,active,
60277,Pirate Pencil Tin,£5.50,£3.00,£2.50,45%,https://stevegiergiel.vivamknetwork.co.uk/pirate-pencil-tin.html,"Embrace creativity and organisation in style with our delightfully captivating cylindrical pencil tins, available in two charming designs. Crafted from durable yet lightweight tin, they are the perfect storage solution for pencils, crayons, and other essential stationery items. H18 x W8 x D8cm. Engrave up to 15 characters. 'PIRATES RULE' is fixed text.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/6/0/60277.jpg,output\personalised\cache\images\60277.jpg,output\personalised\cache\images\60277_qr.png,,active,
60263,Plant Pot Mug - Hello Sunshine,£14.50,£8.50,£6.00,41%,https://stevegiergiel.vivamknetwork.co.uk/plant-pot-mugs-hello-sunshine.html,"Indulge in a moment of tranquility with our delightful plant pot mugs, perfect for sipping your favourite tea or coffee amid the serene beauty of a garden setting. These mugs are accompanied by a cute spoon shaped like a miniature garden spade, for an extra touch of whimsy. Comes gift boxed. Hand wash. Ceramic & metal. Capacity 300ml. Mug: H9 x W11 x D8cm. Available in two designs. Personalised in gold vinyl, up to 15 characters. 'Hello Sunshine' is fixed design.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/6/0/60263.jpg,output\personalised\cache\images\60263.jpg,output\personalised\cache\images\60263_qr.png,,active,
60262,Plant Pot Mug - Keep On Growing,£14.50,£8.50,£6.00,41%,https://stevegiergiel.vivamknetwork.co.uk/plant-pot-mugs-keep-on-growing.html,"Indulge in a moment of tranquility with our delightful plant pot mugs, perfect for sipping your favourite tea or coffee amid the serene beauty of a garden setting. These mugs are accompanied by a cute spoon shaped like a miniature garden spade, for an extra touch of whimsy. Comes gift boxed. Hand wash. Ceramic & metal. Capacity 300ml. Mug: H9 x W11 x D8cm. Personalised in gold vinyl, up to 15 characters. 'Keep on Growing' is fixed design.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/6/0/60262.jpg,output\personalised\cache\images\60262.jpg,output\personalised\cache\images\60262_qr.png,,active,
68053,Red Bauble,£7.00,£5.50,£1.50,21%,https://stevegiergiel.vivamknetwork.co.uk/red-bauble.html,"Wonderfully festive hanging decorations, perfect for displaying your cherished memories year after year. Each bauble is crafted with a durable plastic outer and a sturdy metal insert, complete with a hanging string. Diam. 8cm. Gift boxed. Choose from 4 beautiful designs. Robin/Berry Wreath: personalise up to 4 lines, max. 15 characters per line, images are fixed. Penguin: personalise up to 15 characters, images are fixed. Photo design: perfect for showcasing a treasured memory. PLEASE ensure your photo is one of the following file formats: png, jpg, jpeg",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/6/8/68053_1.jpg,output\personalised\cache\images\68053.jpg,output\personalised\cache\images\68053_qr.png,,active,
60416,Reindeer Treat Jar,£8.00,£7.00,£1.00,12%,https://stevegiergiel.vivamknetwork.co.uk/reindeer-treat-jar.html,"Make the season extra sweet and truly unique with our adorable Personalised Festive Treat Jars. The perfect blend of charm, fun, and festive spirit! Choose from three delightful designs - a jolly Snowman, a cheerful Reindeer, or a classic Santa Claus - each finished with a soft plush hat and cosy scarf for that extra seasonal touch. Simply fill with their favourite festive treats - chocolates, sweets, or mini cookies and you’ve got the perfect gift that’s both practical and heartwarming. Screw lid closure. Plastic, felt & polyester. Each: H24cm x diam. 10cm approx. Contents not included. Personalise in white vinyl, up to 15 characters.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/6/0/60416.jpg,output\personalised\cache\images\60416.jpg,output\personalised\cache\images\60416_qr.png,,active,
60457,Robins Appear Message Bookmark,£13.50,£10.00,£3.50,26%,https://stevegiergiel.vivamknetwork.co.uk/robins-appear-message-bookmark.html,"Add a touch of beauty and meaning to your reading moments with this elegant metal bookmark, featuring a delicately crafted dangling robin charm. Thoughtfully designed, the bookmark carries the heartfelt sentiment: ‘Robins appear when Angels are near’ - a gentle reminder of love, hope, and the presence of those we hold dear. Comes gift boxed. Metal. L16 x W3cm. Engrave up to 15 characters on reverse.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/6/0/60457.jpg,output\personalised\cache\images\60457.jpg,output\personalised\cache\images\60457_qr.png,,active,
60187,Santa Please Stop Here Plaque,£11.00,£6.00,£5.00,45%,https://stevegiergiel.vivamknetwork.co.uk/santa-please-stop-here-plaque.html,"This 'Santa Please Stop Here For' plaque with rustic rope hanger would look perfect hanging in any living space this Christmas. Features a cute gonk-inspired Santa figure on a trend polka dot design. MDF. H6 x W24 x D0.8cm (H13cm including rope). Due to nature of the product, knots in wood and colour may vary. Engrave 1 line up to 30 characters.",https://stevegiergiel.vivamknetwork.co.uk/media/catalog/product/cache/6517c62f5899ad6aa0ba23ceb3eeff97/6/0/60187.jpg,output\personalised\cache\images\60187.jpg,output\personalised\cache\images\60187_qr.png,,active,
